Symbol,Name,Industry,Rank,Mom,Pe,Pb,Div,Ps
MTG,MGIC Investment Corp,Financials,89.3,91.6,13,1.73079,,4.90245
MTGE,MTGE Investment Corp,Financials,71.4,21,10.4,0.8981,9.7035,5.13676
MTOR,Meritor Inc,Industrials,77.5,90.1,6.9,8.25831,,0.66032
MTU,Mitsubishi UFJ Financial Group,Financials,95.6,77.3,10.5,0.67257,3.46014,1.82615
MTZ,MasTec Inc.,Industrials,66.8,57.5,15.2,2.86486,,0.58433
MU,Micron Technology Inc.,Information Technology,88.9,94.5,9.4,2.53143,,2.27991
MUSA,Murphy USA Inc,Consumer Discretionary,69.9,86.6,17.6,4.12523,,0.27051
MWA,Mueller Water Products Inc,Industrials,14.6,38.9,36.3,4.05567,1.28102,2.41617
MXIM,Maxim Integrated Products Inc.,Information Technology,31.2,64,25.3,6.70243,2.75177,6.39789
MXL,MaxLinear Inc,Information Technology,13.2,86.3,95.1,4.45593,,4.4259
MYGN,Myriad Genetics Inc,Health Care,34.4,68.6,22.6,2.75163,,3.02311
MYL,Mylan NV,Health Care,69.1,74.8,23.8,1.47408,,1.64013
NATI,National Instruments Corp,Information Technology,9.6,54.8,53.2,4.93749,1.91126,4.50563
NAVI,Navient Corp,Financials,90.8,18.9,7.2,0.94061,5.07534,0.69351
NCI,Navigant Consulting Inc.,Industrials,88.7,89.3,20.3,1.35184,,0.86058
NCLH,Norwegian Cruise Line Holdings Ltd,Consumer Discretionary,27.3,11.9,17,2.23442,,2.34155
NCR,NCR Corp,Information Technology,60.8,6.7,17.5,4.93732,,0.58489
NCS,NCI Building Systems Inc.,Industrials,35.4,25.8,21,3.65675,,0.67172
NDAQ,Nasdaq Inc,Financials,24.7,42.5,51.9,2.2995,1.92016,3.36104
NEE,NextEra Energy Inc,Utilities,38.9,42.5,17.7,2.81619,2.48671,4.38978
NEM,Newmont Mining Corp,Materials,23.8,20.7,247.4,1.77124,0.81103,2.73535
NFG,National Fuel Gas Co,Utilities,58.2,31.5,17.8,2.9523,2.82313,3.17915
NFLX,Netflix Inc,Consumer Discretionary,2,50.6,188.7,24.39521,,7.4343
NFX,Newfield Exploration Co,Energy,48.6,79.9,18.4,4.74553,,3.68306
NGD,New Gold Inc,Materials,28.9,4.7,31.4,0.76715,,2.90833
NGG,National Grid plc,Utilities,46.9,16.4,19.9,1.99565,4.83996,
NGHC,National General Holdings Corp,Financials,93.6,87.7,21.7,1.46612,0.75722,0.51552
NI,NiSource Inc.,Utilities,34.9,34,32.8,2.12448,2.54268,1.87718
NJR,New Jersey Resources Corp,Utilities,23.4,33.6,29.1,3.12168,2.44395,1.6985
NKE,Nike Inc,Consumer Discretionary,21.7,70.5,25.6,8.24711,1.32406,2.89624
NLS,Nautilus Inc,Consumer Discretionary,74.4,3.2,13,2.27944,,0.9969
NLSN,Nielsen Holdings plc,Industrials,58.2,17.2,25.8,3.07079,3.7037,2.02638
NLY,Annaly Capital Management Inc,Financials,75.9,15.2,4.7,1.02169,10.28278,4.52411
NMIH,NMI Holdings Inc,Financials,83.3,99,12.1,1.99946,,6.17303
NMM,Navios Maritime Partners LP,Industrials,38.1,30.1,52.6,0.39377,,1.3723
NMR,Nomura Holdings Inc,Financials,77.2,51.1,10.2,0.82794,3.42234,1.37509
NNN,National Retail Properties Inc,Real Estate,61.2,23.2,29.8,1.98781,4.62625,10.6306
NOC,Northrop Grumman Corp,Industrials,29.6,66.7,22.4,8.24143,1.30124,2.09807
NOMD,Nomad Foods Ltd,Consumer Staples,60.3,55.9,24,1.27546,,1.36881
NR,Newpark Resources Inc.,Energy,52.8,57.6,225,1.45592,,1.10824
NRZ,New Residential Investment Corp,Financials,64.9,50.4,5.7,1.18934,11.30582,2.5408
NSA,National Storage Affiliates Trust,Real Estate,79.8,81.5,165.7,2.08434,4.2042,4.68281
NSC,Norfolk Southern Corp,Industrials,45.3,72.7,21.6,3.1169,1.76008,3.85781
NSM,Nationstar Mortgage Holdings Inc,Financials,86.1,42.3,9.6,1.0574,,0.69242
NTAP,NetApp Inc,Information Technology,56,97.7,24.2,5.43326,1.41568,2.70158
NTCT,NetScout Systems Inc,Information Technology,34.6,17.8,181.3,1.21205,,2.53543
NTES,Netease Inc,Information Technology,15.8,81.2,23.2,6.37697,1.10736,5.85186
NTGR,NETGEAR Inc,Information Technology,61.1,50.3,23.5,2.08715,,1.20067
NTRI,NutriSystem Inc,Consumer Discretionary,11.3,15.5,26.7,11.40697,1.37931,2.24958
NTRS,Northern Trust Corp,Financials,76,59.5,21.5,2.39543,1.71814,4.08429
NUE,Nucor Corp,Materials,78,39.5,16.9,2.14925,2.62609,0.95885
NUS,Nu Skin Enterprises Inc.,Consumer Staples,53.2,62,24.4,4.99726,2.12045,1.67303
NUVA,NuVasive Inc,Health Care,7.1,13.6,50,3.88971,,2.87561
NVDA,NVIDIA Corp,Information Technology,3.7,80.1,48.7,19.14834,0.29894,13.33818
NVMI,Nova Measuring Instruments Ltd,Information Technology,41.9,80.7,16.2,3.49807,,3.54069
NVO,Novo Nordisk A/S,Health Care,18.9,54.3,22.6,17.39603,2.21014,7.74341
NVS,Novartis AG,Health Care,28,32.4,30.6,2.76149,3.16755,4.16032
NWBI,Northwest Bancshares Inc,Financials,77.4,56.9,17.6,1.44002,3.78027,3.8228
NWE,NorthWestern Corp,Utilities,58.6,47.6,19.1,1.80787,3.26797,2.41046
NWL,Newell Brands Inc,Consumer Discretionary,65.7,0.3,12.1,1.19192,2.97062,0.99197
NXPI,NXP Semiconductors NV,Information Technology,18.9,28.2,19.9,2.99981,,4.14012
NXST,Nexstar Media Group Inc.,Consumer Discretionary,50.8,66.1,25.3,2.60162,1.7673,1.37971
NYCB,New York Community Bancorp Inc.,Financials,89.7,60.2,15.2,1.04272,5.09745,3.72586
NYLD,NRG Yield Inc,Utilities,79.9,35.3,43.9,1.00316,6.04724,1.84893
NYMT,New York Mortgage Trust Inc,Financials,76.1,33.9,11.8,1.04844,12.5,1.799
NYT,New York Times Co (The),Consumer Discretionary,18.1,29.8,30.4,3.31847,0.85106,1.86371
O,Realty Income Corp.,Real Estate,48.5,20.2,45.6,2.11877,4.60036,12.62098
OA,Orbital ATK Inc,Industrials,50.5,79.5,24.5,3.70904,0.97014,1.62174
OC,Owens Corning,Industrials,67.4,81.3,26.3,2.41152,0.90549,1.60359
OCLR,Oclaro Inc,Information Technology,55.8,6.1,7.9,2.20971,,1.92075
ODFL,Old Dominion Freight Line Inc,Industrials,21.9,92.8,31.2,5.10119,0.3095,3.31521
ODP,Office Depot Inc,Consumer Discretionary,97.7,2.3,6.9,0.8265,3.0581,0.16265
OEC,Orion Engineered Carbons SA,Materials,83.9,69.1,20.1,19.22808,3.30783,1.12462
OFC,Corporate Office Properties Trust Inc,Real Estate,54.6,11.8,44,2.23874,3.62558,5.02247
OGE,OGE Energy Corp.,Utilities,49.9,27.6,18.5,1.97452,3.71924,3.11851
OHI,Omega Healthcare Investors Inc.,Real Estate,71.7,5.7,33,1.47444,9.68343,5.7253
OI,Owens-Illinois Inc.,Materials,48.7,23.6,16.1,4.80248,,0.57968
OKE,ONEOK Inc.,Energy,39.3,19.6,32,3.69227,5.74181,1.39068
OLED,Universal Display Corp,Information Technology,3.5,97.5,85.9,13.6861,0.0663,28.91973
OLLI,Ollie's Bargain Outlet Holdings Inc,Consumer Discretionary,10.7,67.9,40.3,4.16759,,2.98741
OLN,Olin Corp,Materials,56.9,59.8,75.7,2.58016,2.24467,0.98045
OMAM,OM Asset Management Plc,Financials,59.3,75,25.8,13.75694,2.19512,2.22854
OMC,Omnicom Group Inc.,Consumer Discretionary,75.7,24.3,14.5,6.52895,3.35946,1.08138
OME,Omega Protein Corp,Consumer Staples,74.8,96.9,26.8,1.40543,0.91116,1.43904
OMF,OneMain Holdings Inc,Financials,89,16.6,20.6,1.08119,,0.94358
OMI,Owens & Minor Inc.,Health Care,89.8,1,14.6,1.16789,5.3814,0.12595
ON,ON Semiconductor Corp,Information Technology,59.9,77.8,21.6,3.83827,,1.60369
ONB,Old National Bancorp,Financials,67.8,62,16.7,1.29708,2.84932,3.61626
OPHT,Ophthotech Corp,Health Care,68,31,2,2.57877,,0.52328
OR,Osisko Gold Royalties Ltd,Materials,5.3,6,45.3,1.20305,1.31412,15.44979
ORBK,Orbotech Ltd,Information Technology,40.8,91.5,23.8,2.86753,,2.82499
ORCL,Oracle Corp,Information Technology,31,22.3,21.6,3.65677,1.54912,5.28944
ORI,Old Republic International Corp,Financials,99.6,57.1,15.2,1.16954,3.62423,0.90785
ORLY,O'Reilly Automotive Inc,Consumer Discretionary,40,83.2,19.9,32.82054,,2.3758
OSG,Overseas Shipholding Group Inc.,Energy,99.5,92.4,3.9,0.84506,,0.52062
OSK,Oshkosh Corp,Industrials,57.9,83.9,23.5,2.92718,1.06619,0.98614
OSUR,OraSure Technologies Inc,Health Care,2.1,3.6,32.6,4.02159,,6.42128
OTEX,Open Text Corp,Information Technology,20.1,30.6,57,2.41742,1.61914,3.51478
OXY,Occidental Petroleum Corp,Energy,26.8,79.1,98.5,2.61018,4.36879,4.56697
OZRK,Bank of the Ozarks,Financials,60.7,64.3,16.3,1.85338,1.53463,5.88128
PAA,Plains All American Pipeline LP,Energy,75.3,10.7,22.4,1.62225,6.15385,0.56401
PAAS,Pan American Silver Corp,Materials,28.4,3.7,24.4,1.57944,0.6605,2.96344
PACW,PacWest Bancorp,Financials,84.6,44.8,15.9,1.25542,4.19639,4.98619
PAG,Penske Automotive Group Inc,Consumer Discretionary,89.4,69.9,11.3,1.99507,2.72953,0.19872
PARR,Par Pacific Holdings Inc,Energy,76.8,76.1,14.2,2.22318,,0.40504
PAYC,Paycom Software Inc,Information Technology,1.4,57.4,75.5,30.31077,,11.62734
PAYX,Paychex Inc.,Information Technology,23,79,29.2,12.42801,2.97133,7.59469
PB,Prosperity Bancshares Inc,Financials,76.5,77.2,17.7,1.28701,2.05597,6.18339
PBA,Pembina Pipeline Corp,Energy,28.3,52.4,28.4,2.57388,4.8816,3.718
PBCT,People's United Financial Inc,Financials,72.9,69.6,20.7,1.16789,3.62776,3.87764
PBF,PBF Energy Inc,Energy,98.8,96.3,15,1.68184,3.70714,0.17737
PBH,Prestige Brands Holdings Inc,Health Care,26,9.4,22.2,2.67573,,2.46373
PBI,Pitney Bowes Inc.,Industrials,73.3,5.1,21.7,19.83169,7.02905,0.58651
PBPB,Potbelly Corp,Consumer Discretionary,32.8,49.3,140,2.62648,,0.76883
PCAR,PACCAR Inc,Industrials,69.5,45.8,17.9,3.1152,1.42187,1.36671
PCG,PG&E Corp,Utilities,68.4,2.6,12.4,1.46407,3.90855,1.56129
PCH,Potlatch Corp,Real Estate,27.1,51.9,23.8,10.96045,3.10078,3.17783
PCLN,Priceline Group Inc (The),Consumer Discretionary,6.8,16.3,24.3,6.5865,,6.97856
PDCO,Patterson Companies Inc,Health Care,75.2,18.1,20.8,2.56155,2.84542,0.63677
PDLI,PDL BioPharma Inc,Health Care,57.1,14.9,5.9,0.54482,,3.41279
PDM,Piedmont Office Realty Trust Inc,Real Estate,88.9,24,14.9,1.3338,4.21264,4.96909
PE,Parsley Energy Inc,Energy,6.6,50,393,1.44535,,7.61627
PEB,Pebblebrook Hotel Trust,Real Estate,88,70.9,29.7,1.75183,3.95113,3.40895
PEG,Public Service Enterprise Group Inc,Utilities,42.8,67.6,51.2,2.0417,3.24161,2.92346
PEGA,Pegasystems Inc,Information Technology,0.8,7.9,91.8,10.56488,0.23786,4.87018
PEGI,Pattern Energy Group Inc,Utilities,26.1,10.4,545.3,2.14316,7.48891,5.18547
PENN,Penn National Gaming Inc,Consumer Discretionary,88.2,93,3.3,10.05304,,0.83905
PEP,PepsiCo Inc,Consumer Staples,24.7,29.2,24.1,12.51003,2.76347,2.61745
PETS,PetMed Express Inc,Consumer Discretionary,22.5,53.5,26.2,7.77237,2.03304,3.08262
PF,Pinnacle Foods Inc,Consumer Staples,25.6,23.2,38.8,3.52412,2.23253,2.21396
PFE,Pfizer Inc,Health Care,45,48.7,22.5,3.5579,3.53006,4.13694
PFG,Principal Financial Group Inc.,Financials,96.9,67.4,11.5,1.70242,2.76875,1.41993
PFGC,Performance Food Group Co,Consumer Staples,51.9,48,28.7,3.15426,,0.17457
PG,Procter & Gamble Co (The),Consumer Staples,28.1,22.4,24.1,4.1467,3.06523,3.52143
PGR,Progressive Corp (The),Financials,87.7,70.5,22.4,3.32974,1.28018,1.19624
PGRE,Paramount Group Inc,Real Estate,59.7,34.1,43.8,0.92746,2.35003,5.24898
PGTI,PGT Innovations Inc,Industrials,36.8,88.3,35.3,5.25566,,1.66216
PH,Parker-Hannifin Corp,Industrials,44.1,75.8,24,4.52105,1.40808,1.97443
PHG,Koninklijke Philips NV,Health Care,37.4,33.1,37.1,2.69223,2.31688,1.69841
PHM,PulteGroup Inc,Consumer Discretionary,82.2,94.2,17,2.30882,1.05479,1.27146
PII,Polaris Industries Inc,Consumer Discretionary,44.2,96.2,39.5,8.86554,1.82663,1.52924
PIR,Pier 1 Imports Inc.,Consumer Discretionary,99.8,76.4,13.3,1.54494,5.72597,0.22484
PK,Park Hotels & Resorts Inc,Real Estate,99,56,2.4,1.03353,5.89041,2.20969
PKG,Packaging Corp Of America,Materials,45.7,44.5,21.6,5.6142,2.12479,1.79317
PKI,PerkinElmer Inc.,Health Care,15.5,57.7,31.2,3.20188,0.38002,3.71316
PLAB,Photronics Inc,Information Technology,65.2,86.2,49.6,0.88841,,1.46632
PLAY,Dave & Buster's Entertainment Inc,Consumer Discretionary,23,11.2,20.9,5.15986,,2.04517
PLCE,Childrens Place Inc (The),Consumer Discretionary,78.3,89.4,18.9,4.54129,1.20391,1.28235
PLD,ProLogis Inc,Real Estate,62.8,40.8,19.8,2.2786,2.65741,12.2789
PLPM,Planet Payment Inc,Information Technology,64,68.8,9.2,4.91593,,4.22193
PMC,PharMerica Corp,Health Care,46.1,26.2,47.9,1.62078,,0.39662
PMT,PennyMac Mortgage Investment Trust,Financials,84.4,11,11.1,0.78698,12.00511,2.31587
PNC,PNC Financial Services Group Inc.,Financials,76.3,63.6,17.2,1.57776,2.13432,3.86918
PNFP,Pinnacle Financial Partners Inc,Financials,25.3,59.3,21,1.45121,0.81573,6.4535
PNM,PNM Resources Inc.,Utilities,48.9,50.4,22.9,2.05255,2.13187,2.50186
PNR,Pentair plc,Industrials,43.8,71.6,33.5,2.58005,1.93929,2.65947
PNW,Pinnacle West Capital Corp,Utilities,50.7,33.3,19.7,1.9936,3.02799,2.88894
POL,PolyOne Corp,Materials,56.7,91.8,21.8,6.57502,1.51482,1.17411
POR,Portland General Electric Co,Utilities,57.2,40.3,21.4,1.84119,2.73973,2.19032
POST,Post Holdings Inc,Consumer Staples,21.9,15.1,159.4,1.88908,,0.99888
POT,Potash Corporation of Saskatchewan Inc,Materials,26.6,66.8,37.2,1.9393,2.03562,3.64859
PPBI,Pacific Premier Bancorp Inc,Financials,25.8,62.9,24.4,1.62013,,5.25421
PPC,Pilgrim's Pride Corp,Consumer Staples,71,88.8,14.5,5.36472,,0.91854
PPG,PPG Industries Inc.,Materials,32.4,63.5,23.2,5.03821,1.54044,2.05477
PPL,PPL Corp,Utilities,45.8,15.4,16.4,2.36007,4.3087,3.41087
PRAA,PRA Group Inc,Financials,65.6,83.1,27.4,1.55498,,2.08768
PRAH,PRA Health Sciences Inc,Health Care,9.2,47.2,45.4,5.60643,,2.47808
PRTY,Party City Holdco Inc,Consumer Discretionary,83.7,26.6,13.8,1.55806,,0.71286
PRU,Prudential Financial Inc,Financials,99.3,68.2,11.6,0.97673,2.58978,0.87663
PSA,Public Storage,Real Estate,39.4,38.1,31,7.53937,3.75375,13.51873
PSEC,Prospect Capital Corp,Financials,94.3,41,13.7,0.75088,10.51095,3.62574
PSX,Phillips 66,Energy,64.4,75.6,24.5,2.19499,2.87003,0.60198
PTC,PTC Inc,Information Technology,2.2,69.1,1247.4,8.30338,,6.32296
PVH,PVH Corp,Consumer Discretionary,46.1,48.7,20.5,1.98819,0.11148,1.23017
PWR,Quanta Services Inc.,Industrials,56.5,44.4,20.2,1.57794,,0.63681
PX,Praxair Inc.,Materials,27.7,76.9,27.1,7.04413,2.04652,3.95099
PXD,Pioneer Natural Resources Co,Energy,9.5,82.8,219.3,2.50709,0.05127,4.93213
PYPL,PayPal Holdings Inc,Information Technology,7.4,87.2,58.4,5.89862,,7.38047
QCOM,QUALCOMM Inc.,Information Technology,42.2,91.1,39.6,3.18042,3.43684,4.21568
QGEN,Qiagen NV,Health Care,19.4,25.2,83.2,2.81361,,5.21493
QIWI,QIWI plc,Information Technology,71.2,10,19.2,2.51845,5.70265,2.62299
QSII,Quality Systems Inc,Health Care,30.5,12.6,33.4,2.82324,,1.73526
QSR,Restaurant Brands International Inc,Consumer Discretionary,20.9,34.7,43.6,6.96524,1.24422,3.31955
QTNA,Quantenna Communications Inc,Information Technology,2.2,0.7,244.6,3.00731,,2.40667
QTS,QTS Realty Trust Inc,Real Estate,41.7,34.8,138.8,3.14602,2.80273,6.26902
QVCA,Liberty Interactive Corp QVC Group,Consumer Discretionary,82.6,58.9,22,2.19427,,1.07883
R,Ryder System Inc,Industrials,72.9,47,21.9,2.00783,2.23084,0.61681
RACE,Ferrari NV,Consumer Discretionary,13.8,17.9,35.6,26.89592,0.63544,5.44263
RAD,Rite Aid Corp.,Consumer Staples,58.5,5.2,23.9,2.91087,,0.06611
RADA,Rada Electronics Industries Ltd,Industrials,20.3,40.8,78.8,3.58014,,3.58607
RBA,Ritchie Bros Auctioneers Inc,Industrials,8.7,9.3,43.2,3.97392,2.56604,4.90188
RCI,Rogers Communications Inc,Telecommunication Services,39.1,25.9,21.1,5.30668,2.87779,2.49948
RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,57.4,26.3,16.8,2.54129,1.93736,3.06308
RDN,Radian Group Inc.,Financials,66.3,77.1,26.8,1.4763,0.0488,3.73953
RDS/A,Royal Dutch Shell PLC,Energy,94.2,75.2,24.8,1.35974,5.86401,0.92629
RDY,Dr Reddy'S Laboratories Ltd,Health Care,21.5,54.7,33.5,3.11337,0.89641,2.64172
RE,Everest Re Group Ltd,Financials,76.6,7.4,33.1,1.13165,2.36794,1.4309
REG,Regency Centers Corp.,Real Estate,45.8,44.2,67.2,1.74521,3.12638,11.24663
REGN,Regeneron Pharmaceuticals Inc,Health Care,1.2,1.8,34.2,6.42225,,6.99892
REI,Ring Energy Inc,Energy,29,80.8,132.8,2.13116,,13.42466
RES,RPC Inc.,Energy,30.4,88.6,64.8,5.90428,0.58236,3.76113
REXR,Rexford Industrial Realty Inc,Real Estate,30.2,39.8,72.4,2.11631,1.8489,14.71189
RF,Regions Financial Corp,Financials,91.8,77.9,17.4,1.22282,2.16998,3.30849
RGA,Reinsurance Group of America Inc.,Financials,99.2,83.3,13.2,1.28822,1.23419,0.84468
RGEN,Repligen Corp,Health Care,1,3.8,60.8,2.67681,,10.30459
RGLD,Royal Gold Inc,Materials,5.5,8.8,53.8,2.36174,1.2089,12.39005
RGR,Sturm Ruger & Co Inc.,Consumer Discretionary,85.7,81.8,15.8,4.28782,2.48402,1.72827
RHI,Robert Half International Inc.,Industrials,68.2,90.2,22.1,6.27275,1.68303,1.39286
RHT,Red Hat Inc,Information Technology,4.1,78.8,75.3,16.01695,,8.50995
RIO,Rio Tinto PLC,Materials,74.1,22.5,14.1,2.03069,4.93967,
RJF,Raymond James Financial Inc.,Financials,79.2,65.8,20.2,2.27954,0.9966,1.94339
RL,Ralph Lauren Corp,Consumer Discretionary,48.3,52.7,98,2.20415,2.10194,1.23189
RLGY,Realogy Holdings Corp,Real Estate,80.7,4.6,16.9,1.53307,1.28986,0.63643
RLJ,RLJ Lodging Trust,Real Estate,94.9,50.8,19.3,1.17486,6.08856,2.54529
RMBS,Rambus Inc,Information Technology,21.1,69.8,164.3,2.75592,,4.20512
RMD,Resmed Inc,Health Care,31.5,58.1,34.1,5.92787,1.63934,5.70521
RMP,Rice Midstream Partners LP,Energy,52.1,28.3,13.7,1.72938,5.40374,7.71157
ROIC,Retail Opportunity Investments Corp,Real Estate,51.6,24.2,57.3,1.84758,3.8324,8.13922
ROK,Rockwell Automation Inc.,Industrials,20.5,78.2,30.1,9.30751,1.72985,3.93265
ROL,Rollins Inc.,Industrials,2.4,41.1,55.3,15.5328,0.99245,6.14132
ROP,Roper Technologies Inc,Industrials,12.3,74.5,37.8,4.23474,0.52393,6.21049
ROST,Ross Stores Inc,Consumer Discretionary,42,93.4,24.2,10.25586,0.84177,2.17311
RP,RealPage Inc,Information Technology,1.9,43.5,128.3,7.29634,,5.91748
RPAI,Retail Properties of America Inc,Real Estate,82.4,23,20.4,1.45007,5.07274,5.49031
RPM,RPM International Inc,Materials,34.2,52.5,38.8,4.53685,2.41646,1.40056
RPT,Ramco-Gershenson Properties Trust,Real Estate,79.1,56.5,23.7,1.48993,6.10687,4.31167
RRGB,Red Robin Gourmet Burgers Inc,Consumer Discretionary,46.8,13,51.8,1.79898,,0.50792
RRR,Red Rock Resorts Inc,Consumer Discretionary,38.6,96.2,70.1,6.19939,1.2966,1.28298
RS,Reliance Steel & Aluminum Co,Materials,91.5,53.8,15.5,1.29828,2.28979,0.60878
RSG,Republic Services Inc.,Industrials,37.7,26.4,27.3,2.83901,2.12504,2.22367
RSPP,RSP Permian Inc,Energy,12.2,77.1,63.3,1.39436,,8.37022
RTN,Raytheon Co.,Industrials,25.1,42.7,25.3,5.08818,1.66885,2.24035
RUN,Sunrun Inc,Industrials,73.3,5.6,6.3,0.79236,,1.17143
RWT,Redwood Trust Inc.,Financials,40.7,10.7,9.6,0.95842,7.45672,4.96717
RXN,Rexnord Corp,Industrials,41.7,39.6,37.7,2.22127,,1.32202
RY,Royal Bank of Canada,Financials,93,45.3,10.5,2.1754,3.61351,2.98212
RYAAY,Ryanair Holdings PLC,Industrials,21.5,50.1,18.2,5.15843,,3.83534
RYAM,Rayonier Advanced Materials Inc,Materials,87.9,96.4,29.4,3.4715,1.49015,0.96397
RYN,Rayonier Inc.,Real Estate,29.4,54.6,29.6,2.60968,3.16957,5.1543
SABR,Sabre Corp,Information Technology,58.7,52.1,28.4,8.52735,2.81266,1.55628
SAFM,Sanderson Farms Inc,Consumer Staples,80.9,74.1,13.6,2.76958,0.75432,1.20042
SAN,Banco Santander SA,Financials,56.2,37.6,14.6,0.94727,2.84655,
SAND,Sandstorm Gold Ltd,Materials,16.9,13.1,74.5,1.20411,,10.03378
SANM,Sanmina Corp,Information Technology,74.6,11.5,18.6,1.47879,,0.36737
SAP,SAP SE,Information Technology,30.8,52.1,33.2,4.7207,1.21049,5.28353
SAVE,Spirit Airlines Inc,Industrials,79.9,89.4,13.5,1.88303,,1.15545
SBGI,Sinclair Broadcast Group Inc,Consumer Discretionary,92.6,65.1,12.7,3.03243,2.11454,1.20718
SBGL,Sibanye-Stillwater Limited,Materials,14.1,9,70.5,1.62843,4.94666,
SBNY,Signature Bank,Financials,53.8,48.9,19.2,1.91936,,5.14955
SBRA,Sabra Health Care REIT Inc,Real Estate,64.2,8.3,21.9,1.00414,9.35551,5.94452
SBS,Companhia de Saneamento Basico do Estado de Sao Pa,Utilities,95,22.8,9,1.37673,3.63654,1.53247
SBUX,Starbucks Corp,Consumer Discretionary,15.1,44,29,15.18782,2.07541,3.73353
SC,Santander Consumer USA Holdings Inc,Financials,81.8,83.9,9.3,1.05384,0.69606,0.93463
SCCO,Southern Copper Corp,Materials,9.8,36.6,27.8,4.93279,1.40309,5.25183
SCG,SCANA Corp,Utilities,73.7,1.4,14.1,1.06675,5.67524,1.43323
SCHN,Schnitzer Steel Industries Inc,Materials,94.1,53.8,17.9,1.48078,2.56849,0.46781
SCHW,Schwab (Charles) Corp,Financials,26,86.4,31.4,4.2889,0.65587,7.57083
SCI,Service Corp International,Consumer Discretionary,36,40.9,19.4,5.6005,1.62382,2.24835
SCS,Steelcase Inc.,Industrials,96,73.1,14.6,2.21814,3.35526,0.58075
SD,SandRidge Energy Inc,Energy,80.3,52.2,0.1,0.77627,,1.63089
SDLP,Seadrill Partners LLC,Energy,100,57.8,1.3,0.26589,11.01928,0.25001
SEE,Sealed Air Corp,Materials,34,52.8,45,11.39618,1.33195,1.83335
SEIC,SEI Investments Co,Financials,14,82.9,30.5,7.73103,0.79591,7.48844
SEM,Select Medical Holdings Corp,Health Care,31.4,18,24.4,3.27457,,0.53667
SEP,Spectra Energy Partners LP,Energy,57.8,13.6,12.2,1.02319,7.09922,4.60728
SERV,ServiceMaster Global Holdings Inc,Consumer Discretionary,18.6,37.9,28.1,7.74628,,2.28224
SF,Stifel Financial Corp.,Financials,79.3,78.4,22.7,1.38289,0.71124,1.34072
SFL,Ship Finance International LTD,Energy,81.9,80.4,14,1.4276,9.03226,4.11193
SFLY,Shutterfly Inc,Consumer Discretionary,32.3,21.3,246.4,3.17231,,1.27371
SFM,Sprouts Farmers Market Inc,Consumer Staples,50.3,77.3,24.1,5.04561,,0.70927
SFS,Smart & Final Stores Inc,Consumer Staples,64.1,93.1,91.5,1.19976,,0.14897
SHAK,Shake Shack Inc,Consumer Discretionary,10.9,94.6,67.1,6.08127,,3.14827
SHLX,Shell Midstream Partners LP,Energy,18.1,22.8,22,1493.9715,4.7024,14.26682
SHO,Sunstone Hotel Investors Inc,Real Estate,57.5,45.5,26.1,1.53287,1.19689,3.11126
SHOO,Steven Madden Ltd,Consumer Discretionary,35.5,29.8,20.2,3.16798,,1.66434
SHPG,Shire PLC,Health Care,32.5,26.4,27.9,1.37796,0.62097,3.03026
SHW,Sherwin-Williams Co (The),Materials,16.3,78.3,33.5,13.62697,0.85123,2.70203
SID,Companhia Siderurgica Nacional,Materials,86.3,4.2,15.9,1.21209,,0.62503
SIG,Signet Jewelers Ltd,Consumer Discretionary,94.5,5.1,8.5,1.47654,2.37139,0.54012
SIMO,Silicon Motion Technology Corp,Information Technology,41.5,68.2,20.2,3.53529,1.73879,3.44082
SINA,Sina Corp,Information Technology,17.2,20,54.9,2.48301,,4.97679
SITE,SiteOne Landscape Supply Inc,Industrials,12.7,98.1,68.9,14.4565,,1.64125
SIVB,SVB Financial Group,Financials,36.8,95.4,25.6,2.95632,,6.34777
SJI,South Jersey Industries Inc.,Utilities,23.5,16.8,68.7,2.20537,3.30774,2.19416
SJM,J.M. Smucker Co (The),Consumer Staples,76.1,61.6,23.4,1.88362,2.67421,1.8185
SJR,Shaw Communications Inc.,Consumer Discretionary,53.6,27.2,20.9,2.3694,4.13236,2.94308
SKM,SK Telecom Co Ltd,Telecommunication Services,87,53.6,8.4,1.14915,3.5595,1.24614
SKT,Tanger Factory Outlet Centers Inc.,Real Estate,65.4,49.1,39.4,4.09316,5.47125,4.88442
SKX,Skechers U.S.A. Inc,Consumer Discretionary,59.5,94.5,21.9,2.90531,,1.37362
SLB,Schlumberger Ltd,Energy,16.3,24.9,166.8,2.20008,3.18218,2.96976
SLCA,U S Silica Holdings Inc,Energy,22.6,85.6,42,1.99763,0.75369,2.53247
SLF,Sun Life Financial Inc,Financials,96.9,35.3,9.3,1.50936,3.59155,1.35924
SLG,SL Green Realty Corp.,Real Estate,58,45.9,98.7,1.51031,3.03238,6.58902
SLGN,Silgan Holdings Inc,Materials,46.5,20,21.7,5.11564,1.24654,0.81655
SLM,SLM Corp,Financials,33.8,69.3,17.1,2.47149,,3.61822
SMCI,Super Micro Computer Inc,Information Technology,55.2,4.9,16.1,1.34163,,0.42191
SMFG,Sumitomo Mitsui Financial Group Inc,Financials,80.3,56.7,8.7,0.64018,3.23178,
SMG,Scotts Miracle-Gro Company (The),Materials,27.6,37.2,30.2,8.75856,2.14358,2.21506
